,Attrition,BusinessTravel,DailyRate,Department,EmployeeCount,EmployeeNumber,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,MonthlyRate,OverTime,PercentSalaryHike,PerformanceRating,StandardHours,StockOptionLevel,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
410,No,Travel_Rarely,317,Research & Development,1,548,43,1,2,Manufacturing Director,4,6091,24793,No,20,4,80,0,2,5,4,0,2
411,No,Travel_Rarely,422,Research & Development,1,549,41,3,5,Manager,1,19566,3854,No,11,3,80,0,5,29,8,11,10
412,No,Travel_Rarely,1485,Research & Development,1,550,87,3,2,Manufacturing Director,3,4810,26314,No,14,3,80,1,5,10,7,0,8
413,No,Travel_Frequently,1368,Research & Development,1,551,88,2,2,Healthcare Representative,4,4523,4386,No,11,3,80,3,4,6,5,0,4
414,Yes,Travel_Rarely,1448,Sales,1,554,62,3,1,Sales Representative,2,3202,21972,Yes,16,3,80,0,4,5,3,1,4
415,Yes,Travel_Frequently,296,Sales,1,555,33,1,1,Sales Representative,3,2351,12253,No,16,3,80,1,3,2,2,1,0
416,No,Travel_Frequently,1490,Research & Development,1,556,42,3,1,Laboratory Technician,4,1702,12106,Yes,23,4,80,1,3,1,0,0,0
417,No,Travel_Rarely,1398,Sales,1,558,79,3,5,Manager,3,18041,13022,No,14,3,80,0,2,20,15,1,12
418,No,Travel_Rarely,1349,Research & Development,1,560,90,3,1,Research Scientist,4,2886,3032,No,22,4,80,2,3,3,2,0,2
419,No,Non-Travel,1400,Research & Development,1,562,53,3,1,Laboratory Technician,4,2097,16734,No,15,3,80,1,3,5,3,1,4
420,No,Travel_Rarely,986,Research & Development,1,564,93,2,3,Research Director,3,11935,21526,No,18,3,80,0,2,10,2,0,7
421,Yes,Travel_Rarely,408,Research & Development,1,565,71,2,1,Research Scientist,2,2546,18300,No,16,3,80,0,2,2,2,1,1
422,Yes,Travel_Rarely,489,Human Resources,1,566,52,2,1,Human Resources,4,2564,18437,No,12,3,80,0,3,1,0,0,0
423,No,Non-Travel,1398,Sales,1,567,69,3,3,Sales Executive,1,8412,2890,No,11,3,80,0,3,9,8,7,8
424,No,Travel_Rarely,210,Sales,1,568,56,2,4,Manager,4,14118,22102,No,12,3,80,1,3,1,0,0,0
425,No,Travel_Rarely,1099,Research & Development,1,569,88,2,4,Manager,3,17046,9314,No,15,3,80,1,2,27,10,15,7
426,No,Non-Travel,1116,Research & Development,1,571,49,3,1,Laboratory Technician,4,2564,7181,No,14,3,80,0,2,11,7,6,7
427,No,Travel_Frequently,1499,Sales,1,573,80,2,3,Sales Executive,1,10266,2845,No,19,3,80,0,5,18,13,13,11
428,No,Travel_Rarely,983,Research & Development,1,574,65,3,2,Manufacturing Director,4,5070,7389,No,13,3,80,3,2,5,0,0,4
429,No,Travel_Rarely,1009,Research & Development,1,575,51,3,4,Research Director,3,17861,2288,No,13,3,80,0,2,3,2,0,1
430,No,Travel_Rarely,144,Research & Development,1,577,46,1,1,Laboratory Technician,3,4230,19225,No,15,3,80,0,2,5,4,4,3
431,No,Travel_Rarely,548,Research & Development,1,578,42,3,2,Laboratory Technician,3,3780,23428,No,11,3,80,0,3,1,0,0,0
432,No,Travel_Rarely,1303,Research & Development,1,579,62,2,1,Research Scientist,3,2768,8416,No,12,3,80,1,3,7,3,5,7
433,No,Travel_Rarely,1125,Sales,1,580,94,2,3,Sales Executive,4,9071,11563,Yes,19,3,80,1,3,3,2,1,2
434,No,Travel_Rarely,1274,Research & Development,1,581,33,3,3,Manufacturing Director,2,10648,14394,No,25,4,80,1,6,13,8,0,8
435,Yes,Travel_Rarely,1277,Research & Development,1,582,56,3,3,Manager,3,13610,24619,Yes,12,3,80,0,2,7,6,7,7
436,Yes,Travel_Rarely,587,Research & Development,1,584,38,1,1,Laboratory Technician,4,3408,6705,No,13,3,80,3,2,4,3,1,3
437,No,Travel_Rarely,413,Sales,1,585,57,3,1,Sales Representative,2,2983,18398,No,14,3,80,0,3,3,2,1,2
438,No,Travel_Rarely,1276,Research & Development,1,586,72,3,3,Healthcare Representative,3,7632,14295,Yes,12,3,80,0,2,8,7,0,0
439,Yes,Travel_Frequently,534,Research & Development,1,587,66,3,3,Healthcare Representative,3,9824,22908,No,12,3,80,0,2,1,0,0,0
440,Yes,Travel_Frequently,988,Human Resources,1,590,43,3,3,Human Resources,1,9950,11533,Yes,15,3,80,3,2,3,2,0,2
441,No,Travel_Frequently,1474,Research & Development,1,591,97,3,1,Laboratory Technician,3,2093,9260,No,17,3,80,1,4,2,2,2,0
442,No,Non-Travel,635,Sales,1,592,32,3,3,Sales Executive,4,9980,15318,No,14,3,80,0,3,10,3,9,7
443,Yes,Travel_Frequently,1368,Research & Development,1,593,99,2,1,Laboratory Technician,3,3894,9129,No,16,3,80,0,3,2,2,1,2
444,No,Travel_Rarely,163,Sales,1,595,37,3,2,Sales Executive,4,4051,19658,No,14,3,80,1,2,9,7,6,7
445,No,Travel_Rarely,1117,Sales,1,597,83,3,4,Manager,2,16835,9873,No,23,4,80,0,2,10,9,7,7
446,No,Non-Travel,267,Sales,1,599,56,3,2,Sales Executive,4,6230,13430,No,14,3,80,0,3,14,3,1,10
447,No,Travel_Rarely,619,Sales,1,600,85,3,2,Sales Executive,3,4717,18659,No,11,3,80,0,2,11,9,6,9
448,No,Travel_Rarely,302,Research & Development,1,601,75,3,4,Manufacturing Director,3,13237,20364,No,15,3,80,0,3,20,6,5,13
449,No,Travel_Frequently,443,Research & Development,1,602,48,3,1,Laboratory Technician,3,3755,17872,No,11,3,80,1,3,8,3,0,7
450,No,Travel_Rarely,828,Sales,1,604,77,3,2,Sales Executive,4,6582,8346,Yes,13,3,80,0,2,6,5,0,5
451,No,Travel_Rarely,319,Research & Development,1,605,56,3,3,Manufacturing Director,1,7406,6950,Yes,21,4,80,1,5,10,9,5,8
452,No,Travel_Rarely,561,Sales,1,606,61,3,2,Sales Executive,2,4805,16177,No,19,3,80,1,3,8,7,3,7
453,Yes,Travel_Frequently,426,Human Resources,1,608,58,3,1,Human Resources,3,2741,22808,Yes,11,3,80,1,2,7,7,1,0
454,No,Travel_Rarely,232,Research & Development,1,611,34,3,2,Manufacturing Director,4,4262,22645,No,12,3,80,2,2,3,2,1,2
455,No,Travel_Rarely,922,Research & Development,1,612,95,4,4,Research Director,3,16184,22578,No,19,3,80,1,2,6,1,0,5
456,No,Travel_Rarely,688,Sales,1,613,44,2,3,Manager,4,11557,25291,No,21,4,80,1,3,5,4,0,1
457,Yes,Travel_Frequently,1306,Sales,1,614,69,3,1,Sales Representative,2,1878,8059,Yes,14,3,80,0,3,0,0,0,0
458,No,Non-Travel,1094,Sales,1,615,58,1,3,Sales Executive,1,10932,11373,No,15,3,80,1,2,1,0,0,1
459,No,Non-Travel,509,Research & Development,1,616,62,2,2,Healthcare Representative,3,6811,2112,Yes,17,3,80,0,3,8,7,0,7
460,No,Travel_Rarely,775,Sales,1,618,45,3,2,Sales Executive,3,4306,4267,No,12,3,80,2,5,0,0,0,0
461,No,Travel_Rarely,195,Sales,1,620,80,3,2,Sales Executive,3,4859,6698,No,16,3,80,0,3,5,4,0,3
462,No,Travel_Rarely,258,Sales,1,621,74,4,2,Sales Executive,4,5337,19921,No,12,3,80,0,3,10,7,5,7
463,Yes,Travel_Rarely,471,Research & Development,1,622,66,1,1,Laboratory Technician,4,2340,23213,Yes,18,3,80,0,3,1,0,0,0
464,No,Travel_Rarely,799,Research & Development,1,623,59,3,3,Manufacturing Director,4,7491,23848,No,17,3,80,0,3,6,5,1,2
465,No,Travel_Frequently,1034,Research & Development,1,624,86,3,3,Healthcare Representative,3,10527,8984,No,11,3,80,0,3,2,2,1,2
466,No,Travel_Rarely,1276,Sales,1,625,91,3,4,Manager,1,16595,5626,No,16,3,80,1,2,18,16,11,8
467,No,Non-Travel,142,Sales,1,626,69,3,3,Sales Executive,2,8834,24666,No,13,3,80,1,6,9,5,7,7
468,No,Travel_Rarely,956,Research & Development,1,630,78,3,2,Research Scientist,1,5577,22087,Yes,12,3,80,2,3,10,9,6,9
469,Yes,Non-Travel,1474,Sales,1,631,60,4,2,Sales Executive,3,4707,23914,No,12,3,80,0,2,4,2,1,2
470,No,Travel_Frequently,535,Sales,1,632,38,3,1,Sales Representative,4,2400,5530,No,13,3,80,2,3,2,2,2,1
471,No,Travel_Rarely,1495,Research & Development,1,634,76,3,2,Healthcare Representative,3,9824,22174,No,19,3,80,1,4,1,0,0,0
472,No,Travel_Rarely,446,Research & Development,1,635,65,3,2,Manufacturing Director,2,6447,15701,No,12,3,80,1,2,6,5,4,3
473,No,Travel_Rarely,1245,Research & Development,1,638,58,2,5,Research Director,3,19502,2125,Yes,17,3,80,1,5,31,9,0,9
474,No,Travel_Rarely,691,Research & Development,1,639,89,4,1,Research Scientist,4,2725,21630,Yes,11,3,80,2,3,6,5,1,4
475,No,Travel_Rarely,703,Sales,1,641,66,3,2,Sales Executive,2,6272,7428,No,20,4,80,2,5,5,3,1,4
476,No,Travel_Rarely,823,Research & Development,1,643,94,2,1,Laboratory Technician,2,2127,9100,No,21,4,80,1,2,1,0,0,0
477,No,Travel_Frequently,1246,Human Resources,1,644,99,3,5,Manager,2,18200,7999,No,11,3,80,1,2,32,5,10,7
478,No,Travel_Rarely,622,Sales,1,645,40,3,1,Sales Representative,3,2096,26376,No,11,3,80,0,1,7,4,0,6
479,Yes,Travel_Frequently,1287,Research & Development,1,647,55,3,1,Laboratory Technician,3,2886,14168,Yes,16,3,80,1,4,6,3,1,2
480,Yes,Travel_Frequently,448,Sales,1,648,74,2,1,Sales Representative,1,2033,14470,No,18,3,80,1,2,1,0,0,0
481,No,Travel_Rarely,254,Research & Development,1,649,83,2,1,Research Scientist,4,3622,22794,Yes,13,3,80,1,3,6,5,1,3
482,Yes,Travel_Rarely,1365,Sales,1,650,46,3,2,Sales Executive,1,4233,11512,No,17,3,80,0,2,3,1,1,2
483,No,Travel_Rarely,538,Research & Development,1,652,54,2,2,Laboratory Technician,4,3681,14004,No,14,3,80,0,3,3,2,0,2
484,No,Travel_Rarely,525,Sales,1,653,66,4,2,Sales Executive,4,5460,6219,No,22,4,80,2,4,7,7,5,7
485,No,Travel_Rarely,798,Research & Development,1,655,66,2,1,Research Scientist,3,2187,5013,No,12,3,80,2,5,5,3,0,3
486,No,Travel_Rarely,558,Sales,1,656,75,3,2,Sales Executive,3,9602,3010,Yes,11,3,80,1,3,3,0,1,0
487,No,Travel_Rarely,959,Research & Development,1,657,83,2,1,Research Scientist,2,2836,11757,No,13,3,80,0,0,1,0,0,0
488,No,Travel_Rarely,622,Research & Development,1,659,81,3,2,Healthcare Representative,4,4089,5718,No,13,3,80,2,4,10,2,2,2
489,No,Travel_Rarely,782,Research & Development,1,661,50,2,4,Research Director,4,16627,2671,Yes,14,3,80,1,3,1,0,0,0
490,No,Travel_Rarely,362,Research & Development,1,662,43,3,1,Research Scientist,1,2619,14561,No,17,3,80,0,3,0,0,0,0
491,No,Travel_Frequently,1001,Research & Development,1,663,72,3,2,Laboratory Technician,3,5679,19627,Yes,13,3,80,1,3,8,7,4,7
492,No,Travel_Rarely,1236,Research & Development,1,664,40,2,4,Manager,1,15402,17997,No,11,3,80,1,3,3,2,0,2
493,No,Travel_Rarely,1112,Human Resources,1,665,50,2,2,Human Resources,3,5985,26894,No,11,3,80,0,1,2,2,0,2
494,No,Travel_Rarely,204,Sales,1,666,31,3,1,Sales Representative,3,2579,2912,Yes,18,3,80,2,3,8,2,0,6
495,Yes,Travel_Rarely,1420,Sales,1,667,85,3,1,Sales Representative,1,3041,16346,No,11,3,80,1,3,4,3,0,2
496,No,Travel_Rarely,1343,Sales,1,669,49,3,1,Sales Representative,3,3447,24444,No,11,3,80,0,2,3,2,1,2
497,No,Travel_Rarely,1315,Research & Development,1,671,35,3,5,Manager,4,19513,9358,Yes,12,3,80,1,2,2,2,0,1
498,No,Travel_Rarely,604,Research & Development,1,675,69,3,1,Research Scientist,3,2773,12145,No,20,4,80,0,3,2,2,2,2
499,No,Travel_Rarely,1216,Sales,1,677,39,3,2,Sales Executive,3,7104,20431,No,12,3,80,0,3,5,0,1,2
500,No,Travel_Rarely,646,Research & Development,1,679,92,3,2,Research Scientist,4,6322,18089,Yes,12,3,80,1,2,6,4,0,5
501,No,Travel_Frequently,160,Research & Development,1,680,71,3,1,Research Scientist,3,2083,22653,No,20,4,80,1,2,1,0,0,0
502,No,Travel_Rarely,238,Sales,1,682,34,3,2,Sales Executive,1,8381,7507,No,20,4,80,0,2,14,7,8,10
503,No,Travel_Rarely,1397,Research & Development,1,683,42,3,1,Research Scientist,4,2691,7660,No,12,3,80,1,4,10,9,8,8
504,Yes,Travel_Frequently,306,Sales,1,684,100,3,2,Sales Executive,1,4286,5630,No,14,3,80,2,4,1,1,0,0
505,No,Travel_Rarely,991,Research & Development,1,686,71,3,1,Laboratory Technician,4,2659,17759,Yes,13,3,80,1,2,3,2,0,2
506,No,Travel_Rarely,482,Research & Development,1,689,36,3,3,Manufacturing Director,3,9434,9606,No,15,3,80,1,2,10,7,7,8
507,No,Travel_Rarely,1176,Sales,1,690,62,3,2,Sales Executive,3,5561,3487,No,14,3,80,1,5,6,0,1,2
508,No,Travel_Rarely,1017,Research & Development,1,691,82,1,2,Research Scientist,4,6646,19368,No,13,3,80,0,3,17,11,11,8
509,No,Travel_Frequently,1296,Research & Development,1,692,30,3,2,Healthcare Representative,4,7725,5335,No,23,4,80,1,2,13,11,4,7
510,No,Travel_Rarely,397,Human Resources,1,698,88,3,3,Human Resources,2,10725,6729,No,15,3,80,1,1,9,7,7,1
511,No,Travel_Rarely,913,Research & Development,1,699,48,2,2,Manufacturing Director,2,8847,13934,Yes,11,3,80,1,2,3,2,0,2
512,No,Travel_Rarely,1115,Research & Development,1,700,54,2,1,Research Scientist,4,2045,15174,No,13,3,80,0,0,4,2,1,1
513,Yes,Travel_Rarely,1362,Research & Development,1,701,32,3,1,Research Scientist,3,1009,26999,Yes,11,3,80,0,5,1,0,1,1
514,Yes,Travel_Frequently,1076,Research & Development,1,702,70,3,1,Research Scientist,1,3348,3164,Yes,11,3,80,0,3,10,8,9,7
515,No,Non-Travel,727,Research & Development,1,704,41,2,1,Laboratory Technician,3,1281,16900,No,18,3,80,2,3,1,0,0,0
516,No,Travel_Rarely,885,Research & Development,1,705,58,4,1,Research Scientist,1,2819,8544,No,16,3,80,1,3,3,2,0,2
517,No,Travel_Rarely,810,Sales,1,707,57,4,2,Sales Executive,2,4851,15678,No,22,4,80,1,4,3,2,1,2
518,No,Travel_Rarely,243,Sales,1,709,46,2,2,Sales Executive,4,4028,7791,No,20,4,80,0,2,7,7,0,5
519,No,Travel_Frequently,806,Research & Development,1,710,76,1,1,Research Scientist,4,2720,18959,No,18,3,80,1,5,10,7,2,8
520,No,Travel_Rarely,817,Sales,1,712,56,4,2,Sales Executive,2,8120,18597,No,12,3,80,0,3,2,2,2,2
521,No,Travel_Frequently,1410,Sales,1,714,71,4,2,Sales Executive,4,4647,16673,Yes,20,4,80,2,3,6,5,0,4
522,No,Travel_Rarely,1225,Research & Development,1,715,80,4,1,Research Scientist,4,4680,15232,No,17,3,80,0,2,1,0,0,0
523,No,Travel_Rarely,1207,Research & Development,1,716,74,4,1,Laboratory Technician,3,3221,3297,Yes,11,3,80,3,3,20,8,3,8
524,No,Travel_Rarely,1442,Research & Development,1,717,46,2,3,Healthcare Representative,2,8621,17654,No,14,3,80,0,3,8,7,7,7
525,Yes,Travel_Rarely,693,Sales,1,720,65,3,2,Sales Executive,3,4577,24785,No,14,3,80,0,3,2,2,2,0
526,No,Travel_Rarely,408,Research & Development,1,721,80,2,2,Healthcare Representative,3,4553,20978,No,11,3,80,0,4,20,7,11,10
527,No,Travel_Rarely,929,Sales,1,722,55,3,2,Sales Executive,4,5396,21703,No,12,3,80,0,2,10,7,0,8
528,Yes,Travel_Frequently,562,Sales,1,723,50,3,2,Sales Executive,3,6796,23452,Yes,14,3,80,1,4,4,3,1,3
529,No,Travel_Rarely,827,Research & Development,1,724,33,4,2,Healthcare Representative,4,7625,19383,No,13,3,80,0,4,9,7,1,8
530,No,Travel_Rarely,608,Research & Development,1,725,68,3,3,Manufacturing Director,1,7412,6009,No,11,3,80,0,3,9,7,0,7
531,No,Travel_Rarely,1018,Research & Development,1,727,39,3,3,Research Director,4,11159,19373,No,15,3,80,0,6,7,7,7,7
532,No,Travel_Rarely,703,Sales,1,728,42,3,2,Sales Executive,1,4960,11825,No,12,3,80,0,2,7,7,1,7
533,No,Travel_Frequently,580,Sales,1,729,48,2,3,Sales Executive,1,10475,23772,Yes,21,4,80,1,2,18,13,1,12
534,No,Travel_Rarely,970,Research & Development,1,730,59,4,4,Research Director,3,14814,13514,No,19,3,80,0,3,5,1,1,3
535,No,Travel_Rarely,427,Human Resources,1,731,73,2,5,Manager,4,19141,8861,No,15,3,80,3,2,21,6,12,6
536,No,Travel_Rarely,1179,Sales,1,732,84,3,2,Sales Executive,1,5405,11924,No,14,3,80,0,1,2,2,2,2
537,No,Travel_Frequently,294,Research & Development,1,733,32,3,3,Manufacturing Director,1,8793,4809,No,21,4,80,2,4,9,7,1,7
538,No,Travel_Rarely,314,Human Resources,1,734,59,2,5,Manager,3,19189,19562,No,12,3,80,1,3,22,7,2,10
539,No,Travel_Rarely,316,Sales,1,738,54,3,1,Sales Representative,2,3875,9983,No,15,3,80,1,2,2,2,2,2
540,Yes,Travel_Rarely,654,Research & Development,1,741,67,1,1,Research Scientist,2,2216,3872,Yes,13,3,80,0,4,7,7,3,7
541,No,Non-Travel,427,Research & Development,1,742,63,4,3,Research Director,1,11713,20335,No,14,3,80,1,2,8,7,0,5
542,No,Travel_Rarely,168,Research & Development,1,743,81,3,3,Manufacturing Director,3,7861,15397,Yes,14,3,80,0,4,1,0,0,0
543,No,Non-Travel,381,Research & Development,1,744,49,1,1,Laboratory Technician,3,3708,2104,No,14,3,80,0,5,5,2,1,4
544,No,Travel_Frequently,217,Sales,1,746,49,3,4,Sales Executive,3,13770,10225,Yes,12,3,80,2,2,22,2,11,13
545,No,Travel_Rarely,501,Sales,1,747,99,3,2,Sales Executive,4,5304,25275,No,23,4,80,1,2,8,7,7,7
546,No,Travel_Rarely,1396,Sales,1,749,99,3,1,Sales Representative,3,2642,2755,No,11,3,80,0,6,1,0,0,0
547,Yes,Travel_Frequently,933,Research & Development,1,752,57,4,1,Research Scientist,3,2759,20366,Yes,12,3,80,0,2,2,2,2,2
548,No,Travel_Frequently,775,Sales,1,754,47,2,2,Sales Executive,4,6804,23683,No,18,3,80,1,5,2,2,2,2
549,No,Travel_Rarely,970,Research & Development,1,757,96,3,2,Healthcare Representative,3,6142,7360,No,11,3,80,0,2,5,1,4,3
550,No,Travel_Rarely,650,Research & Development,1,758,37,3,1,Laboratory Technician,1,2500,4344,No,14,3,80,1,2,4,3,0,2
551,No,Travel_Rarely,141,Human Resources,1,760,44,4,2,Human Resources,2,6389,18767,No,15,3,80,1,3,8,3,3,6
552,No,Travel_Rarely,832,Research & Development,1,762,81,3,4,Healthcare Representative,4,11103,20420,No,11,3,80,0,1,10,7,1,1
553,No,Travel_Rarely,804,Research & Development,1,763,86,2,1,Research Scientist,4,2342,22929,Yes,20,4,80,0,2,4,2,2,3
554,No,Travel_Rarely,975,Research & Development,1,764,55,2,2,Healthcare Representative,1,6811,23398,No,19,3,80,0,2,7,6,0,7
555,No,Travel_Rarely,1090,Sales,1,766,83,3,1,Sales Representative,2,2297,17967,No,14,3,80,2,2,2,2,2,2
556,No,Travel_Rarely,346,Research & Development,1,769,86,3,2,Laboratory Technician,4,2450,10919,No,17,3,80,0,4,2,2,2,2
557,No,Non-Travel,1225,Research & Development,1,771,61,3,2,Healthcare Representative,1,5093,4761,No,11,3,80,1,2,1,0,0,0
558,No,Travel_Frequently,430,Research & Development,1,772,80,3,2,Laboratory Technician,4,5309,21146,No,15,3,80,2,2,10,8,4,7
559,No,Travel_Rarely,268,Research & Development,1,773,92,3,1,Research Scientist,3,3057,20471,Yes,13,3,80,1,0,1,0,0,1
560,No,Travel_Rarely,167,Research & Development,1,775,32,3,2,Manufacturing Director,1,5121,4187,No,14,3,80,1,3,0,0,0,0
561,No,Travel_Rarely,621,Sales,1,776,31,2,4,Manager,1,16856,10084,No,11,3,80,0,3,34,6,1,16
562,Yes,Travel_Rarely,527,Research & Development,1,780,63,3,1,Research Scientist,4,2686,5207,Yes,13,3,80,0,2,10,9,7,8
563,No,Travel_Rarely,883,Sales,1,781,32,3,2,Sales Executive,4,6180,22807,No,23,4,80,0,5,6,5,1,4
564,No,Travel_Rarely,954,Sales,1,783,46,1,2,Sales Representative,3,6632,12388,No,13,3,80,0,3,8,7,3,1
565,No,Travel_Rarely,310,Research & Development,1,784,79,4,1,Research Scientist,3,3505,19630,No,18,3,80,0,3,2,2,0,2
566,Yes,Travel_Frequently,719,Sales,1,785,77,4,2,Sales Executive,3,6397,10339,Yes,12,3,80,0,2,5,4,1,3
567,No,Travel_Rarely,304,Sales,1,786,60,3,2,Sales Executive,4,6274,18686,No,22,4,80,0,5,6,5,1,4
568,Yes,Travel_Rarely,725,Research & Development,1,787,78,3,5,Manager,1,19859,21199,Yes,13,3,80,1,2,5,2,1,4
569,No,Non-Travel,1434,Sales,1,789,76,2,3,Sales Executive,1,7587,14229,No,15,3,80,0,1,10,7,0,9
570,No,Non-Travel,715,Research & Development,1,791,41,3,1,Research Scientist,4,4258,26589,No,18,3,80,1,3,4,3,1,2
571,No,Travel_Frequently,575,Research & Development,1,792,71,1,1,Laboratory Technician,4,4364,5288,No,14,3,80,1,2,2,2,2,0
572,No,Travel_Rarely,657,Research & Development,1,793,66,3,2,Healthcare Representative,3,4335,25549,No,12,3,80,1,3,8,7,1,1
573,Yes,Travel_Rarely,1146,Sales,1,796,38,2,2,Sales Executive,1,5326,3064,No,17,3,80,0,2,4,3,1,2
574,No,Travel_Rarely,182,Research & Development,1,797,72,4,1,Research Scientist,4,3280,13551,No,16,3,80,0,2,4,2,1,3
575,No,Travel_Rarely,376,Research & Development,1,799,95,3,2,Manufacturing Director,1,5485,22670,Yes,11,3,80,2,4,5,3,1,4
576,No,Travel_Frequently,829,Sales,1,800,84,3,2,Sales Executive,4,4342,24008,No,19,3,80,1,3,4,2,1,1
577,No,Travel_Rarely,571,Research & Development,1,802,82,3,1,Research Scientist,1,2782,19905,Yes,13,3,80,2,3,5,3,4,3
578,No,Travel_Frequently,240,Research & Development,1,803,75,4,2,Manufacturing Director,1,5980,26085,Yes,12,3,80,0,2,15,7,4,12
579,No,Travel_Rarely,121,Research & Development,1,804,86,2,1,Research Scientist,1,4381,7530,No,11,3,80,0,3,6,5,1,3
580,No,Travel_Rarely,384,Sales,1,805,72,3,1,Sales Representative,4,2572,20317,No,16,3,80,1,1,3,2,0,2
581,No,Travel_Rarely,921,Research & Development,1,806,38,1,1,Laboratory Technician,3,3833,24375,No,21,4,80,2,2,2,2,0,2
582,No,Travel_Frequently,791,Research & Development,1,807,38,4,2,Healthcare Representative,2,4244,9931,No,24,4,80,1,2,8,7,3,7
583,No,Travel_Rarely,1111,Sales,1,808,93,3,2,Sales Executive,1,6500,13305,No,17,3,80,1,1,3,2,1,2
584,No,Travel_Frequently,570,Research & Development,1,809,66,3,5,Manager,4,18430,16225,No,13,3,80,1,4,24,7,14,9
585,Yes,Travel_Rarely,1243,Research & Development,1,811,63,4,1,Laboratory Technician,1,1601,3445,Yes,21,4,80,2,2,0,0,0,0
586,No,Non-Travel,1092,Research & Development,1,812,60,2,1,Laboratory Technician,2,2694,26551,No,11,3,80,3,4,1,0,0,0
587,No,Travel_Rarely,1325,Research & Development,1,813,82,3,2,Laboratory Technician,3,3149,21821,No,20,4,80,1,3,5,2,1,4
588,No,Travel_Rarely,691,Research & Development,1,815,64,3,4,Research Director,3,17639,6881,No,16,3,80,0,3,4,3,0,3
589,Yes,Travel_Rarely,805,Research & Development,1,816,36,2,1,Laboratory Technician,1,2319,6689,Yes,11,3,80,1,1,1,0,0,0
590,No,Travel_Rarely,213,Research & Development,1,817,49,3,3,Research Director,3,11691,25995,No,11,3,80,0,3,13,9,3,7
591,Yes,Travel_Rarely,118,Sales,1,819,69,3,2,Sales Executive,1,5324,26507,No,15,3,80,0,3,3,2,0,2
592,No,Travel_Rarely,202,Research & Development,1,820,33,3,4,Manager,4,16752,12982,Yes,11,3,80,1,3,26,14,3,0
593,No,Travel_Rarely,676,Research & Development,1,823,35,3,2,Manufacturing Director,2,5228,23361,No,15,3,80,1,2,9,7,0,5
594,No,Travel_Rarely,1252,Research & Development,1,824,81,4,1,Research Scientist,3,2700,23779,No,24,4,80,1,3,10,7,0,7
595,Yes,Travel_Rarely,286,Research & Development,1,825,31,3,5,Research Director,2,19246,25761,Yes,12,3,80,0,2,31,15,13,8
596,No,Travel_Rarely,1258,Research & Development,1,826,40,4,1,Research Scientist,3,2506,13301,No,13,3,80,0,0,2,2,2,2
597,No,Travel_Rarely,932,Research & Development,1,827,43,2,2,Manufacturing Director,4,6062,4051,Yes,13,3,80,1,4,4,3,0,2
598,Yes,Travel_Rarely,890,Research & Development,1,828,46,3,1,Research Scientist,3,4382,16374,No,17,3,80,0,3,2,2,2,1
599,No,Travel_Rarely,1041,Human Resources,1,829,36,3,1,Human Resources,2,2143,25527,No,13,3,80,1,2,5,2,0,4
600,No,Travel_Rarely,859,Research & Development,1,830,98,2,2,Manufacturing Director,3,6162,19124,No,12,3,80,1,3,14,13,6,8
601,No,Travel_Frequently,720,Research & Development,1,832,51,2,2,Laboratory Technician,3,5094,11983,No,14,3,80,0,6,1,0,0,0
602,No,Travel_Rarely,946,Research & Development,1,833,52,2,2,Manufacturing Director,4,6877,20234,Yes,24,4,80,0,4,0,0,0,0
603,No,Travel_Rarely,252,Research & Development,1,834,95,2,1,Research Scientist,3,2274,6153,No,14,3,80,0,3,1,0,0,0
604,No,Travel_Rarely,933,Research & Development,1,836,98,3,2,Manufacturing Director,2,4434,11806,No,13,3,80,1,3,9,8,7,8
605,No,Travel_Frequently,471,Research & Development,1,837,45,2,2,Healthcare Representative,1,6288,4284,No,15,3,80,1,3,4,3,1,2
606,No,Travel_Frequently,702,Research & Development,1,838,100,2,1,Research Scientist,4,2553,8306,No,16,3,80,0,3,5,2,1,3
607,Yes,Travel_Rarely,1184,Sales,1,840,43,3,3,Sales Executive,4,7654,5860,No,18,3,80,2,3,9,8,7,7
608,Yes,Travel_Rarely,436,Sales,1,842,37,3,2,Sales Executive,4,5160,21519,No,16,3,80,0,3,9,7,7,3
609,No,Travel_Rarely,589,Research & Development,1,843,94,3,4,Research Director,1,17159,5200,No,24,4,80,1,3,4,1,1,0
610,No,Travel_Rarely,269,Research & Development,1,844,42,2,3,Research Director,4,12808,8842,Yes,16,3,80,1,3,9,8,0,8
611,No,Travel_Rarely,950,Research & Development,1,845,59,3,3,Manufacturing Director,3,10221,18869,No,21,4,80,0,3,8,5,1,6
612,No,Travel_Rarely,760,Sales,1,846,81,3,2,Sales Executive,2,4779,3698,Yes,20,4,80,0,2,8,7,7,5
613,No,Travel_Rarely,829,Human Resources,1,847,88,3,1,Human Resources,4,3737,2243,No,19,3,80,1,1,3,2,0,2
614,Yes,Travel_Frequently,887,Research & Development,1,848,88,2,1,Research Scientist,3,2366,20898,Yes,14,3,80,1,2,8,7,1,7
615,No,Non-Travel,443,Research & Development,1,850,50,3,1,Research Scientist,4,1706,16571,No,11,3,80,3,6,0,0,0,0
616,No,Travel_Rarely,1318,Sales,1,851,66,3,4,Manager,3,16307,5594,No,14,3,80,1,2,20,6,4,17
