Age,DistanceFromHome,Education,EducationField,EmployeeNumber,Gender,MaritalStatus,NumCompaniesWorked,Over18,RelationshipSatisfaction,TotalWorkingYears,WorkLifeBalance,Attrition
28,6,3,Life Sciences,1154,Male,Divorced,1,Y,4,3,3,No
18,8,1,Medical,1156,Male,Single,1,Y,4,0,3,Yes
33,9,4,Marketing,1157,Female,Single,0,Y,1,6,3,Yes
41,12,4,Life Sciences,1158,Male,Married,3,Y,1,6,3,No
31,15,3,Medical,1160,Male,Married,1,Y,3,2,2,Yes
37,25,2,Medical,1161,Female,Divorced,7,Y,3,9,3,No
27,6,3,Life Sciences,1162,Male,Married,1,Y,3,4,3,No
34,9,1,Life Sciences,1163,Female,Married,1,Y,1,6,2,No
35,8,4,Technical Degree,1164,Male,Single,1,Y,2,6,1,No
29,23,1,Life Sciences,1165,Female,Married,1,Y,1,11,1,Yes
40,9,4,Medical,1166,Female,Single,9,Y,3,20,2,No
42,12,3,Life Sciences,1167,Male,Single,0,Y,2,22,2,Yes
42,4,4,Marketing,1171,Male,Single,7,Y,4,9,4,No
35,1,4,Medical,1172,Male,Married,6,Y,2,10,3,No
24,24,3,Medical,1173,Male,Single,8,Y,4,6,3,No
28,12,1,Life Sciences,1175,Female,Married,1,Y,4,1,2,Yes
26,3,4,Medical,1177,Male,Married,1,Y,2,8,3,No
30,10,3,Marketing,1179,Male,Married,1,Y,1,10,3,No
40,26,2,Medical,1180,Female,Married,3,Y,4,16,1,No
35,2,3,Life Sciences,1182,Male,Divorced,2,Y,2,15,4,No
34,1,3,Medical,1184,Male,Single,0,Y,3,14,3,No
35,4,4,Other,1185,Male,Married,1,Y,2,2,4,No
43,9,3,Marketing,1188,Female,Single,8,Y,2,7,2,Yes
32,2,1,Life Sciences,1190,Female,Divorced,1,Y,3,1,3,No
56,4,4,Technical Degree,1191,Female,Divorced,4,Y,4,28,3,No
29,6,1,Medical,1192,Female,Married,1,Y,1,10,3,No
19,9,2,Life Sciences,1193,Male,Single,1,Y,3,1,3,No
45,7,3,Medical,1195,Female,Married,4,Y,3,7,2,No
37,1,3,Life Sciences,1196,Female,Married,1,Y,2,14,2,No
20,3,3,Life Sciences,1198,Male,Single,1,Y,1,2,2,No
44,10,4,Life Sciences,1200,Male,Single,1,Y,3,6,3,Yes
53,7,2,Medical,1201,Female,Divorced,3,Y,2,26,3,No
29,15,1,Life Sciences,1202,Female,Married,0,Y,1,6,2,No
22,3,4,Life Sciences,1203,Male,Married,0,Y,2,1,3,Yes
46,2,3,Marketing,1204,Female,Married,8,Y,1,28,3,No
44,17,3,Life Sciences,1206,Male,Single,2,Y,4,6,3,No
33,2,3,Human Resources,1207,Male,Married,1,Y,4,5,3,No
41,5,2,Life Sciences,1210,Male,Divorced,6,Y,1,5,1,Yes
30,29,4,Life Sciences,1211,Male,Divorced,8,Y,3,8,3,No
40,2,4,Medical,1212,Male,Married,5,Y,4,5,3,No
50,2,3,Medical,1215,Female,Married,2,Y,3,32,3,No
28,19,4,Medical,1216,Male,Married,1,Y,3,6,3,No
46,15,2,Life Sciences,1217,Male,Married,5,Y,1,25,3,No
35,17,4,Life Sciences,1218,Male,Married,3,Y,4,15,3,No
24,17,2,Life Sciences,1219,Female,Married,1,Y,1,1,1,Yes
33,25,3,Medical,1220,Female,Married,1,Y,1,10,2,No
36,6,4,Life Sciences,1221,Male,Divorced,1,Y,3,7,3,No
30,7,4,Life Sciences,1224,Male,Divorced,1,Y,1,10,2,No
44,29,4,Other,1225,Male,Single,1,Y,2,20,3,No
20,21,3,Marketing,1226,Male,Single,1,Y,4,2,3,No
46,2,4,Technical Degree,1228,Male,Divorced,2,Y,3,12,2,No
42,2,5,Medical,1231,Male,Married,7,Y,1,10,4,No
60,7,4,Marketing,1233,Male,Divorced,0,Y,2,12,3,No
32,13,3,Other,1234,Female,Married,1,Y,3,2,3,No
32,2,2,Life Sciences,1235,Female,Single,4,Y,4,10,3,No
36,1,3,Technical Degree,1237,Female,Divorced,2,Y,3,17,3,No
33,9,3,Medical,1238,Male,Married,0,Y,2,15,3,No
40,10,3,Technical Degree,1239,Female,Divorced,7,Y,2,7,4,No
25,10,4,Life Sciences,1240,Male,Single,0,Y,2,5,3,No
30,1,3,Medical,1241,Male,Married,0,Y,1,12,3,No
42,26,5,Medical,1242,Female,Married,3,Y,3,20,3,No
35,8,2,Marketing,1243,Female,Married,4,Y,2,16,2,No
27,14,3,Life Sciences,1244,Male,Married,1,Y,4,9,2,No
54,1,4,Life Sciences,1245,Female,Divorced,7,Y,1,33,1,No
44,2,1,Life Sciences,1246,Female,Married,1,Y,4,10,3,No
19,10,3,Medical,1248,Female,Single,1,Y,2,1,4,Yes
29,1,3,Life Sciences,1249,Female,Divorced,1,Y,1,3,3,No
54,3,3,Life Sciences,1250,Male,Married,3,Y,1,36,3,No
31,11,2,Medical,1251,Male,Married,1,Y,4,6,2,No
31,24,3,Medical,1252,Female,Single,1,Y,2,10,3,No
59,3,3,Life Sciences,1254,Female,Single,5,Y,4,13,3,No
43,3,3,Life Sciences,1255,Male,Married,3,Y,2,25,3,No
49,4,2,Medical,1256,Male,Married,2,Y,3,23,4,No
36,3,3,Technical Degree,1257,Male,Married,1,Y,3,12,2,No
48,2,2,Technical Degree,1258,Male,Single,5,Y,3,7,2,No
27,4,2,Life Sciences,1259,Male,Divorced,1,Y,2,5,3,No
29,7,3,Life Sciences,1260,Male,Divorced,1,Y,2,6,3,No
48,1,3,Life Sciences,1263,Male,Single,6,Y,3,25,4,No
29,1,3,Life Sciences,1264,Female,Divorced,3,Y,2,9,2,No
34,20,3,Technical Degree,1265,Female,Married,0,Y,4,2,2,No
44,5,3,Marketing,1267,Male,Married,7,Y,3,26,3,No
33,10,5,Marketing,1268,Male,Divorced,0,Y,4,10,3,No
19,25,3,Life Sciences,1269,Female,Single,1,Y,4,1,3,No
23,1,2,Life Sciences,1270,Male,Married,1,Y,4,1,3,No
25,24,1,Life Sciences,1273,Male,Single,1,Y,4,1,3,Yes
26,4,2,Life Sciences,1275,Male,Single,1,Y,2,8,2,No
45,2,3,Marketing,1277,Female,Single,2,Y,1,26,3,Yes
55,8,1,Medical,1278,Male,Divorced,1,Y,4,34,3,No
21,10,2,Life Sciences,1279,Female,Single,1,Y,3,2,1,Yes
46,4,2,Marketing,1280,Female,Married,2,Y,3,26,3,No
34,2,3,Marketing,1281,Female,Single,0,Y,4,4,3,No
51,9,3,Life Sciences,1282,Male,Divorced,4,Y,1,31,2,No
59,18,4,Medical,1283,Male,Single,6,Y,4,25,2,No
34,19,3,Medical,1285,Female,Divorced,4,Y,3,15,4,No
28,1,4,Medical,1286,Male,Single,0,Y,3,5,2,No
44,4,2,Life Sciences,1288,Male,Divorced,1,Y,4,26,2,No
34,11,3,Life Sciences,1289,Male,Married,4,Y,4,14,4,No
35,6,1,Life Sciences,1291,Male,Married,0,Y,4,4,3,No
42,7,4,Medical,1292,Female,Married,6,Y,4,18,3,No
43,4,4,Marketing,1293,Female,Single,3,Y,4,23,4,No
36,2,4,Life Sciences,1294,Female,Single,9,Y,4,18,3,No
44,15,3,Medical,1295,Female,Married,1,Y,4,10,3,Yes
28,2,3,Life Sciences,1296,Male,Married,1,Y,2,2,3,No
51,6,2,Medical,1297,Female,Single,0,Y,2,8,2,No
30,9,2,Medical,1298,Female,Single,7,Y,3,10,3,No
29,7,3,Technical Degree,1299,Female,Divorced,3,Y,1,10,3,Yes
28,1,3,Technical Degree,1301,Male,Single,2,Y,2,5,2,No
25,1,3,Medical,1303,Female,Single,1,Y,4,2,2,No
32,8,3,Medical,1304,Male,Married,1,Y,3,10,4,No
45,25,3,Medical,1306,Female,Single,3,Y,3,22,3,No
39,13,4,Medical,1307,Female,Divorced,6,Y,4,21,3,No
58,23,4,Life Sciences,1308,Male,Divorced,1,Y,4,2,3,No
32,7,2,Life Sciences,1309,Male,Married,1,Y,1,10,3,Yes
39,23,3,Medical,1310,Male,Single,0,Y,1,6,3,Yes
30,6,3,Technical Degree,1311,Female,Married,0,Y,1,10,3,No
36,10,4,Technical Degree,1312,Female,Married,3,Y,1,10,3,No
46,1,2,Life Sciences,1314,Female,Single,6,Y,3,10,4,No
28,1,3,Life Sciences,1315,Female,Married,0,Y,1,10,3,No
50,28,3,Life Sciences,1317,Female,Married,4,Y,2,25,3,No
40,25,4,Marketing,1318,Male,Single,2,Y,3,9,3,Yes
52,5,3,Life Sciences,1319,Male,Single,9,Y,3,10,2,Yes
30,17,4,Medical,1321,Female,Married,1,Y,4,9,3,No
39,18,2,Life Sciences,1322,Male,Single,0,Y,1,9,3,No
31,2,4,Life Sciences,1324,Female,Divorced,1,Y,1,10,2,No
41,10,2,Medical,1329,Male,Single,1,Y,1,19,3,No
31,1,3,Life Sciences,1331,Female,Single,1,Y,1,3,4,Yes
44,3,3,Life Sciences,1333,Male,Married,4,Y,3,10,4,Yes
42,2,1,Life Sciences,1334,Male,Married,0,Y,4,21,2,No
55,2,2,Medical,1336,Female,Married,4,Y,4,23,3,No
56,8,4,Life Sciences,1338,Male,Single,6,Y,1,36,3,No
40,16,2,Life Sciences,1340,Male,Divorced,9,Y,2,6,3,No
34,9,3,Life Sciences,1344,Male,Divorced,0,Y,4,10,2,No
40,2,3,Life Sciences,1346,Male,Single,1,Y,3,9,3,No
41,1,3,Marketing,1349,Female,Divorced,0,Y,4,10,3,No
35,4,4,Life Sciences,1350,Male,Single,1,Y,2,9,3,No
51,5,3,Life Sciences,1352,Male,Divorced,1,Y,2,33,3,No
38,2,2,Life Sciences,1355,Female,Divorced,3,Y,4,11,3,No
34,15,2,Medical,1356,Female,Single,1,Y,4,10,4,No
25,19,1,Medical,1358,Male,Married,3,Y,3,7,2,No
58,7,4,Medical,1360,Female,Married,7,Y,4,31,2,Yes
40,1,4,Life Sciences,1361,Male,Married,3,Y,3,7,3,No
36,7,3,Marketing,1362,Female,Married,2,Y,4,17,2,No
48,4,3,Life Sciences,1363,Male,Single,1,Y,3,11,3,No
27,11,3,Medical,1364,Female,Married,8,Y,2,5,3,No
51,11,2,Technical Degree,1367,Female,Single,3,Y,2,29,2,No
18,1,3,Life Sciences,1368,Female,Single,1,Y,3,0,4,No
35,1,3,Medical,1369,Female,Married,0,Y,2,10,3,No
27,2,1,Life Sciences,1371,Male,Single,3,Y,2,8,3,No
55,13,4,Marketing,1372,Male,Single,6,Y,3,24,2,Yes
56,23,3,Life Sciences,1373,Male,Married,4,Y,1,33,3,No
34,26,1,Technical Degree,1374,Female,Divorced,1,Y,3,5,3,No
40,2,1,Medical,1375,Female,Divorced,5,Y,2,15,3,No
34,29,3,Medical,1377,Male,Married,4,Y,1,10,3,No
31,2,3,Life Sciences,1379,Female,Single,7,Y,3,3,4,Yes
35,18,4,Marketing,1380,Female,Married,0,Y,3,5,2,Yes
38,7,3,Life Sciences,1382,Male,Divorced,1,Y,4,4,3,No
34,2,4,Technical Degree,1383,Female,Single,1,Y,4,14,4,No
28,26,3,Life Sciences,1387,Male,Married,1,Y,3,5,3,No
31,22,4,Medical,1389,Male,Married,1,Y,4,10,2,Yes
39,21,4,Life Sciences,1390,Male,Married,3,Y,4,8,4,No
51,2,3,Marketing,1391,Male,Married,2,Y,2,14,3,No
41,22,3,Life Sciences,1392,Female,Divorced,3,Y,1,12,2,No
37,4,1,Life Sciences,1394,Male,Married,7,Y,4,8,3,No
33,5,1,Life Sciences,1395,Male,Married,6,Y,1,8,4,No
32,2,1,Marketing,1396,Male,Married,0,Y,1,4,2,No
39,25,2,Life Sciences,1397,Male,Married,3,Y,2,13,3,No
25,18,1,Life Sciences,1399,Male,Married,2,Y,2,6,2,No
52,28,2,Medical,1401,Female,Married,2,Y,2,24,2,No
43,6,3,Medical,1402,Female,Single,1,Y,1,20,1,No
27,10,3,Marketing,1403,Female,Married,1,Y,4,6,3,No
27,17,4,Life Sciences,1405,Female,Single,1,Y,4,8,3,Yes
26,2,1,Medical,1407,Male,Single,0,Y,4,5,3,No
42,10,3,Human Resources,1408,Female,Married,0,Y,3,21,3,No
52,8,4,Other,1409,Female,Married,9,Y,3,12,1,No
37,11,3,Medical,1411,Female,Single,4,Y,1,8,3,No
35,18,2,Life Sciences,1412,Male,Single,2,Y,3,10,3,No
25,1,3,Technical Degree,1415,Male,Married,4,Y,2,7,2,No
26,7,3,Other,1417,Male,Single,0,Y,4,8,3,No
29,17,3,Other,1419,Male,Single,1,Y,1,10,2,No
49,28,2,Life Sciences,1420,Male,Single,3,Y,1,20,3,Yes
29,14,1,Other,1421,Female,Single,0,Y,1,9,3,Yes
54,1,3,Medical,1422,Female,Single,6,Y,4,29,2,No
58,1,3,Medical,1423,Female,Married,3,Y,3,32,3,No
55,1,4,Medical,1424,Male,Divorced,2,Y,4,31,4,No
36,3,4,Marketing,1425,Female,Single,3,Y,4,15,3,No
31,1,4,Life Sciences,1427,Female,Single,1,Y,2,1,3,Yes
30,7,4,Marketing,1428,Female,Divorced,7,Y,2,8,3,No
31,8,5,Life Sciences,1430,Female,Single,3,Y,3,9,4,No
34,1,4,Other,1431,Male,Divorced,5,Y,3,10,3,No
31,8,3,Life Sciences,1433,Female,Single,1,Y,3,1,4,Yes
27,11,1,Life Sciences,1434,Male,Married,0,Y,2,6,4,No
36,4,4,Life Sciences,1435,Male,Single,1,Y,3,10,2,No
36,16,4,Marketing,1436,Female,Married,4,Y,1,11,2,No
47,1,3,Technical Degree,1438,Male,Married,7,Y,3,17,2,No
25,9,2,Life Sciences,1439,Male,Married,3,Y,1,6,3,Yes
37,5,2,Technical Degree,1440,Male,Single,0,Y,1,7,1,No
56,1,2,Life Sciences,1441,Female,Married,2,Y,4,5,4,No
47,2,4,Medical,1443,Female,Married,3,Y,2,26,4,No
24,4,1,Medical,1445,Female,Married,1,Y,3,5,3,No
32,7,5,Marketing,1446,Male,Married,4,Y,3,7,2,No
34,1,3,Life Sciences,1447,Female,Married,5,Y,1,7,2,No
41,5,5,Medical,1448,Male,Married,2,Y,1,7,2,No
40,9,4,Other,1449,Male,Divorced,3,Y,3,11,4,No
31,8,2,Life Sciences,1453,Male,Divorced,1,Y,1,13,3,No
46,9,3,Marketing,1457,Male,Divorced,4,Y,1,28,4,Yes
39,2,3,Life Sciences,1458,Female,Single,2,Y,2,11,4,Yes
31,1,5,Life Sciences,1459,Female,Single,1,Y,1,10,3,Yes
45,20,3,Medical,1460,Male,Divorced,2,Y,2,24,3,No
31,8,2,Medical,1461,Female,Single,9,Y,4,8,3,No
31,2,3,Life Sciences,1464,Male,Married,6,Y,3,7,1,Yes
45,29,3,Technical Degree,1465,Male,Married,4,Y,4,10,4,No
48,7,3,Marketing,1466,Male,Divorced,4,Y,1,15,3,No
34,9,4,Technical Degree,1467,Female,Married,1,Y,4,2,3,Yes
40,8,1,Medical,1468,Male,Divorced,2,Y,3,16,3,No
28,5,3,Medical,1469,Male,Single,0,Y,4,6,3,No
44,5,3,Life Sciences,1471,Male,Single,3,Y,4,7,3,No
53,2,3,Medical,1472,Male,Single,4,Y,2,35,2,No
49,5,4,Technical Degree,1473,Male,Married,2,Y,2,20,2,No
40,2,3,Medical,1474,Male,Divorced,2,Y,3,8,4,No
44,20,3,Life Sciences,1475,Male,Single,1,Y,3,6,2,No
33,7,3,Medical,1477,Male,Married,0,Y,1,5,3,No
34,3,3,Other,1478,Male,Single,3,Y,4,15,3,No
30,16,1,Life Sciences,1479,Male,Married,8,Y,3,4,2,No
42,9,2,Medical,1480,Female,Single,1,Y,3,12,3,No
44,1,5,Marketing,1481,Female,Married,7,Y,3,11,2,No
30,7,3,Technical Degree,1482,Male,Divorced,1,Y,2,1,2,No
57,1,2,Life Sciences,1483,Male,Married,0,Y,1,13,2,No
49,7,4,Life Sciences,1484,Male,Divorced,3,Y,2,29,3,No
34,15,3,Medical,1485,Male,Divorced,7,Y,4,16,2,No
28,1,3,Technical Degree,1486,Male,Married,3,Y,4,5,4,Yes
29,13,3,Technical Degree,1487,Female,Single,5,Y,1,7,1,Yes
34,24,4,Medical,1489,Female,Single,0,Y,3,16,4,Yes
35,7,1,Life Sciences,1492,Male,Married,1,Y,1,1,3,No
24,9,3,Medical,1494,Male,Single,2,Y,3,4,2,Yes
24,13,2,Life Sciences,1495,Female,Married,1,Y,3,1,3,No
44,2,1,Medical,1496,Male,Single,5,Y,2,16,2,No
29,19,3,Life Sciences,1497,Male,Divorced,1,Y,3,10,3,No
30,1,3,Life Sciences,1499,Male,Divorced,0,Y,1,6,4,No
55,4,4,Life Sciences,1501,Male,Married,0,Y,2,4,3,No
33,4,4,Medical,1502,Female,Married,8,Y,4,8,3,No
47,14,3,Medical,1503,Female,Married,3,Y,3,11,2,No
28,2,2,Medical,1504,Male,Single,7,Y,3,8,2,Yes
28,1,3,Life Sciences,1506,Male,Divorced,1,Y,4,1,1,No
28,7,3,Life Sciences,1507,Male,Single,0,Y,4,5,3,No
49,3,2,Medical,1509,Female,Married,4,Y,1,10,3,No
29,2,1,Life Sciences,1513,Female,Married,0,Y,3,4,3,No
28,29,1,Life Sciences,1514,Male,Married,1,Y,2,8,2,No
33,8,5,Life Sciences,1515,Male,Single,2,Y,1,14,3,No
32,10,3,Medical,1516,Male,Single,2,Y,2,10,4,No
54,11,4,Medical,1520,Female,Divorced,3,Y,1,26,3,No
29,1,4,Technical Degree,1522,Male,Single,6,Y,3,11,1,Yes
44,28,3,Life Sciences,1523,Male,Married,3,Y,3,24,4,No
39,6,3,Life Sciences,1525,Female,Single,4,Y,4,9,3,No
46,3,3,Life Sciences,1527,Female,Married,8,Y,4,23,4,No
35,16,3,Life Sciences,1529,Female,Single,1,Y,4,11,1,No
23,20,1,Life Sciences,1533,Male,Single,0,Y,2,5,3,No
40,9,4,Life Sciences,1534,Male,Single,3,Y,2,15,1,Yes
34,1,3,Technical Degree,1535,Male,Married,1,Y,4,10,3,No
31,3,3,Life Sciences,1537,Female,Single,1,Y,1,7,1,Yes
50,22,5,Medical,1539,Male,Single,1,Y,4,32,3,No
34,7,2,Technical Degree,1541,Male,Married,0,Y,2,12,3,No
42,2,3,Medical,1542,Male,Married,4,Y,2,4,3,No
37,13,3,Medical,1543,Male,Married,1,Y,1,10,3,No
29,8,1,Other,1544,Female,Married,3,Y,3,9,3,No
33,25,3,Life Sciences,1545,Male,Single,1,Y,4,5,3,No
45,28,3,Technical Degree,1546,Male,Married,4,Y,4,8,3,No
42,2,3,Life Sciences,1547,Male,Married,2,Y,3,24,1,No
40,9,2,Medical,1548,Male,Married,0,Y,4,9,4,No
33,28,4,Life Sciences,1549,Male,Married,1,Y,2,15,3,No
40,6,2,Medical,1550,Male,Single,1,Y,4,21,3,No
24,21,2,Technical Degree,1551,Male,Divorced,0,Y,2,2,3,No
40,8,2,Life Sciences,1552,Male,Divorced,3,Y,3,8,3,No
45,1,4,Technical Degree,1553,Male,Divorced,1,Y,1,10,3,No
35,28,4,Life Sciences,1554,Female,Married,0,Y,1,6,3,No
32,5,2,Life Sciences,1555,Female,Married,3,Y,1,12,3,No
36,2,4,Life Sciences,1556,Male,Single,3,Y,4,7,2,No
48,16,4,Life Sciences,1557,Female,Divorced,8,Y,3,18,3,No
29,9,3,Life Sciences,1558,Male,Married,6,Y,1,5,2,No
33,8,4,Life Sciences,1560,Male,Married,2,Y,4,8,1,No
30,1,3,Life Sciences,1562,Male,Married,1,Y,4,10,3,Yes
38,10,4,Human Resources,1563,Male,Married,3,Y,3,10,3,No
35,1,3,Medical,1564,Male,Single,1,Y,2,3,3,No
30,29,4,Technical Degree,1568,Male,Married,3,Y,2,9,3,No
35,2,3,Life Sciences,1569,Female,Divorced,1,Y,4,1,3,Yes
53,2,5,Technical Degree,1572,Female,Married,0,Y,2,34,3,Yes
38,2,3,Medical,1573,Male,Married,4,Y,1,7,3,Yes
32,1,4,Technical Degree,1574,Male,Married,4,Y,2,9,2,No
48,15,4,Other,1576,Female,Married,8,Y,4,10,2,No
34,7,4,Medical,1577,Male,Single,1,Y,3,1,1,No
55,26,5,Marketing,1578,Male,Married,1,Y,3,36,3,No
34,1,4,Life Sciences,1580,Male,Married,9,Y,2,9,2,No
26,3,3,Life Sciences,1581,Female,Married,1,Y,1,1,3,No
38,14,3,Life Sciences,1582,Male,Married,0,Y,4,10,3,No
38,16,3,Life Sciences,1583,Female,Single,2,Y,2,8,4,No
36,1,4,Life Sciences,1585,Female,Single,6,Y,1,15,3,No
29,3,1,Medical,1586,Male,Single,1,Y,4,10,3,No
35,10,4,Medical,1587,Female,Single,3,Y,3,10,3,No
39,6,3,Medical,1588,Male,Married,2,Y,1,11,3,No
29,2,1,Life Sciences,1590,Male,Divorced,1,Y,4,6,4,No
50,9,3,Marketing,1591,Male,Married,4,Y,3,27,3,No
23,10,3,Technical Degree,1592,Male,Married,2,Y,4,4,3,No
36,6,4,Life Sciences,1594,Male,Married,3,Y,4,9,3,No
42,9,2,Other,1595,Male,Single,8,Y,4,24,3,No
35,28,3,Life Sciences,1596,Male,Married,1,Y,4,10,2,No
34,10,4,Technical Degree,1597,Male,Married,1,Y,2,8,2,No
40,14,2,Life Sciences,1598,Female,Married,1,Y,3,5,3,No
43,27,3,Technical Degree,1599,Male,Divorced,5,Y,3,8,3,No
35,7,2,Life Sciences,1601,Male,Married,1,Y,4,1,2,No
46,1,4,Life Sciences,1602,Male,Single,1,Y,2,27,1,No
28,24,3,Medical,1604,Male,Married,1,Y,3,1,3,Yes
22,26,2,Other,1605,Female,Married,1,Y,2,4,2,No
50,20,5,Medical,1606,Male,Married,2,Y,3,32,3,No
32,5,4,Other,1607,Female,Married,3,Y,4,6,3,No
44,7,3,Medical,1608,Female,Divorced,0,Y,4,23,2,No
30,7,3,Medical,1609,Male,Married,1,Y,2,6,2,No
45,5,5,Medical,1611,Female,Single,1,Y,1,10,3,No
45,26,3,Marketing,1612,Male,Married,1,Y,1,10,3,No
31,2,4,Other,1613,Male,Single,7,Y,4,10,3,No
36,12,4,Life Sciences,1614,Female,Married,9,Y,2,7,3,No
34,10,4,Life Sciences,1615,Male,Divorced,1,Y,1,9,3,No
49,25,4,Life Sciences,1617,Female,Married,1,Y,4,10,2,No
39,10,5,Medical,1618,Male,Married,2,Y,4,10,3,No
27,19,3,Other,1619,Male,Divorced,1,Y,1,7,3,No
35,18,5,Life Sciences,1621,Male,Married,1,Y,4,16,3,No
28,27,3,Medical,1622,Female,Divorced,0,Y,2,6,2,No
21,5,1,Medical,1623,Male,Single,1,Y,3,3,3,No
18,3,2,Medical,1624,Female,Single,1,Y,3,0,4,Yes
47,26,4,Life Sciences,1625,Female,Married,3,Y,3,27,3,No
39,3,2,Medical,1627,Male,Divorced,0,Y,4,11,3,No
40,15,3,Life Sciences,1628,Female,Married,1,Y,4,18,3,No
35,8,4,Life Sciences,1630,Female,Married,1,Y,4,15,3,No
37,19,3,Life Sciences,1631,Male,Married,3,Y,1,9,2,No
39,4,3,Medical,1633,Female,Single,0,Y,4,10,1,No
45,2,2,Other,1635,Female,Divorced,1,Y,1,10,3,No
38,2,2,Medical,1638,Female,Married,3,Y,4,10,4,No
35,10,3,Medical,1639,Male,Married,9,Y,3,15,3,Yes
37,10,3,Medical,1640,Female,Married,1,Y,1,8,1,No
40,16,3,Life Sciences,1641,Female,Single,6,Y,4,18,2,No
44,1,5,Human Resources,1642,Male,Married,4,Y,3,14,3,No
48,4,5,Medical,1644,Male,Married,2,Y,2,23,3,No
35,15,2,Medical,1645,Male,Divorced,6,Y,4,7,2,Yes
24,2,1,Technical Degree,1646,Female,Single,1,Y,3,6,3,No
27,8,3,Medical,1647,Female,Married,7,Y,1,5,3,No
27,2,3,Medical,1648,Male,Single,2,Y,3,6,2,No
40,7,3,Life Sciences,1649,Male,Single,3,Y,2,10,1,Yes
29,10,3,Medical,1650,Male,Single,9,Y,3,8,3,No
36,5,4,Life Sciences,1651,Female,Married,4,Y,3,9,3,No
25,2,1,Life Sciences,1653,Male,Divorced,1,Y,3,7,3,No
39,12,3,Medical,1654,Male,Married,4,Y,3,7,3,No
49,22,4,Other,1655,Female,Married,3,Y,2,27,3,No
50,17,5,Life Sciences,1656,Female,Divorced,5,Y,3,19,3,No
20,2,3,Medical,1657,Female,Single,1,Y,1,2,3,No
34,3,3,Life Sciences,1658,Female,Divorced,1,Y,3,11,3,No
36,7,3,Life Sciences,1659,Male,Single,2,Y,3,15,3,No
49,6,1,Life Sciences,1661,Female,Married,2,Y,2,30,3,No
36,1,4,Medical,1662,Female,Married,0,Y,3,4,3,No
36,3,2,Life Sciences,1664,Male,Divorced,6,Y,1,13,3,No
54,22,5,Medical,1665,Female,Married,3,Y,3,36,3,No
43,15,2,Life Sciences,1666,Male,Married,1,Y,1,14,3,No
35,12,4,Other,1667,Male,Single,3,Y,1,13,4,Yes
38,1,3,Life Sciences,1668,Male,Married,7,Y,4,19,4,No
29,5,3,Medical,1669,Male,Divorced,1,Y,2,10,2,No
33,2,4,Medical,1670,Male,Divorced,1,Y,3,6,3,No
32,2,3,Medical,1671,Male,Divorced,0,Y,3,10,2,No
31,5,4,Life Sciences,1673,Female,Married,1,Y,1,10,3,No
49,16,3,Medical,1674,Female,Divorced,4,Y,2,17,2,No
38,2,3,Medical,1675,Female,Single,1,Y,2,4,3,No
47,2,4,Life Sciences,1676,Female,Divorced,6,Y,3,29,3,No
49,1,3,Life Sciences,1677,Male,Single,4,Y,1,23,3,No
41,23,2,Life Sciences,1678,Male,Single,3,Y,4,21,3,No
20,9,1,Life Sciences,1680,Male,Single,1,Y,1,2,3,No
33,16,3,Life Sciences,1681,Female,Divorced,1,Y,3,7,3,No
36,26,4,Life Sciences,1682,Male,Married,6,Y,2,10,2,No
44,1,3,Life Sciences,1683,Female,Divorced,4,Y,1,8,3,No
23,8,1,Medical,1684,Male,Single,1,Y,1,5,3,Yes
38,4,2,Medical,1687,Female,Married,7,Y,4,7,2,No
53,24,4,Medical,1689,Male,Married,3,Y,3,11,3,No
48,7,2,Medical,1691,Female,Married,2,Y,3,19,3,Yes
32,2,4,Life Sciences,1692,Male,Single,1,Y,1,1,3,Yes
26,7,3,Medical,1693,Male,Single,1,Y,3,7,3,No
55,22,3,Technical Degree,1694,Male,Divorced,5,Y,4,8,3,No
34,5,2,Medical,1696,Male,Married,1,Y,3,15,4,No
60,1,4,Medical,1697,Male,Divorced,3,Y,3,19,4,No
33,21,3,Medical,1698,Male,Married,1,Y,4,14,3,No
37,1,4,Medical,1700,Male,Divorced,1,Y,3,6,2,No
34,19,3,Life Sciences,1701,Female,Married,1,Y,2,10,3,No
23,7,3,Life Sciences,1702,Male,Divorced,1,Y,2,3,3,Yes
44,2,3,Life Sciences,1703,Female,Married,1,Y,2,9,3,No
35,2,4,Medical,1704,Male,Single,0,Y,3,6,4,No
43,2,3,Medical,1706,Male,Married,1,Y,1,10,3,No
24,9,3,Medical,1707,Male,Married,1,Y,4,5,3,No
41,6,3,Marketing,1708,Male,Single,1,Y,2,10,3,No
29,9,4,Medical,1709,Female,Married,9,Y,3,9,3,No
36,2,4,Life Sciences,1710,Female,Single,3,Y,3,17,2,No
45,1,1,Life Sciences,1712,Male,Married,3,Y,4,25,2,No
24,22,1,Human Resources,1714,Male,Married,1,Y,3,1,3,Yes
47,9,3,Life Sciences,1716,Male,Married,7,Y,3,25,1,Yes
26,17,4,Medical,1718,Male,Married,1,Y,3,3,4,No
45,28,2,Technical Degree,1719,Female,Single,1,Y,3,21,3,No
32,10,3,Life Sciences,1720,Male,Married,6,Y,1,10,2,No
31,2,4,Life Sciences,1721,Male,Married,1,Y,4,6,4,No
41,4,3,Human Resources,1722,Male,Married,6,Y,2,10,3,No
40,8,2,Life Sciences,1724,Female,Married,2,Y,2,18,3,No
24,29,1,Medical,1725,Male,Divorced,1,Y,2,6,4,No
